GO_ID	Name	Gene Count	Gene Ratio	Fold Enrichment	p-value	FDR	-log10 FDR	FWER	Associated Genes
GO:0022625	cytosolic large ribosomal subunit	20	0.011702750146284377	4.382360763870418	6.3721226012095e-09	5.23622248534172e-07	6.280981908701989	1.2043311716285955e-05	RPL21, RPL37, RPL6, RPL18A, RPL32, RPL34, RPL13A, RPL3, RPL38, RPL37A, RPLP1, RPL17, RPL13, RPL35, RPL28, RPL23, RPL5, RPL18, RPL7A, RPL9
GO:0022626	cytosolic ribosome	34	0.01989467524868344	4.138896276988729	2.3530338214690345e-13	2.9648226150509835e-11	10.528001285304457	4.447233922576475e-10	RPS2, ASCC3, RPS18, RPS11, RPL21, RPL37, RPL6, RPL18A, RPL32, RPL34, GSPT1, RPL13A, RPL3, RPL38, LTN1, RPS19, RPS21, RPL37A, RPLP1, RPS28, RPS15A, RPS29, RPL17, RPS17, RPL13, RPS27, RPL35, RPL28, RPL23, RPS25, RPL5, RPL18, RPL7A, RPL9
GO:0098982	GABA-ergic synapse	35	0.02047981275599766	3.8000200317344848	1.8264704051678737e-12	2.1575181661045507e-10	9.666045538877759	3.452029065767281e-09	ERC2, SLC4A10, CACNA2D3, PTPRO, GRID1, CNTNAP2, GABARAP, PCLO, EFNA5, GABRB1, CLCN3, NRXN1, KIF5C, FUS, NLGN1, GABRA4, MKLN1, GLRB, ARHGEF9, NXPH1, RPS27, GABRB3, GUCY1A1, LRFN5, GABRG3, ERBB4, LRRTM2, GNAO1, NSF, GABRA2, KCND2, GPHN, GABRG2, PLCB1, PIK3C3
GO:0043197	dendritic spine	45	0.02633118782913985	3.6643050306011107	5.79003703041278e-15	9.948336352254686e-13	12.00224953970098	1.0943169987480155e-11	SEPTIN11, PPFIA2, APBA1, NEGR1, MYH10, GRIA4, SYT11, PTPRO, ANKS1B, CPEB4, GRID1, CTTNBP2, GRID2, ABI2, NTRK2, ARHGAP44, NLGN1, GPM6A, APP, GRM5, ITSN1, RPH3A, GRIA1, ARHGAP32, FXR1, MAP1B, GABRB3, FRMPD4, DIP2A, SIPA1L1, FMR1, GRIA2, EPHA4, PPP3CA, TANC2, SRGAP2C, DGKI, MPP2, KCND2, GPHN, GABRG2, DOCK10, DNM3, ZNF804A, PTEN
GO:0014069	postsynaptic density	74	0.04330017554125219	3.4432834573267574	6.310953050243135e-22	1.7039573235656464e-19	18.768541286548217	1.1927701264959525e-18	NPTN, LRRC7, PPFIA2, RPS18, MAP2K1, PKP4, NEGR1, RPL6, VPS35, CPEB3, RPL18A, SYT11, DLGAP1, CAMK2D, CPEB4, ANKS1B, ZDHHC2, GRIP1, RUSC1, PCLO, RPL38, CACNA1C, PLEKHA5, RPS19, MPDZ, OPCML, NTRK2, CTNNA2, ARHGAP44, SYN2, NLGN1, BMPR2, ARHGEF9, FYN, SLC8A1, PSD3, RPS27, GRIA1, ARHGAP32, MAGI2, MAP1B, PRKN, ADD2, RTN3, ADAM10, PAK3, PJA2, KALRN, SIPA1L1, EGLN1, RTN1, RPS25, FMR1, DAPK1, SOS1, SPTBN1, GRIA2, GRIK2, EPHA4, CTNND2, DNAJC6, DGKI, GRIN2B, HNRNPD, MPP2, DLG2, DLG1, GPHN, DNM3, PPP1R9A, SPOCK1, GOPC, PTEN, CLSTN2
GO:0098685	Schaffer collateral - CA1 synapse	26	0.015213575190169689	3.1333879461673493	1.0796405376975577e-07	7.848156216339938e-06	5.105232360977343	0.0002040520616248384	APBA1, PPP3R1, ROCK1, LRP8, CDH11, GABRB1, CTNNB1, SYN2, GRM5, CACNG3, LRRC4C, FYN, GRIA1, SLC16A7, CASK, PLPPR4, CALM3, LRRTM2, GRIA2, GSG1L, EPHA4, PPP3CA, SNX27, PAFAH1B1, EEA1, FBXL20
GO:0098839	postsynaptic density membrane	30	0.017554125219426564	3.0381912858765503	2.5061638263519292e-08	1.9736040132521444e-06	5.7047399803953525	4.736649631805146e-05	GRIA4, PTPRO, GRID1, LRP8, GRID2, CACNA1C, LRRTM3, GRM5, CACNG3, LRRC4C, NLGN4Y, GRIA1, RYK, NRCAM, LRFN5, PLPPR4, ERBB4, LRRTM2, GRIA2, GSG1L, GRIK2, ADGRB3, ADAM22, EPHA4, GRIN2B, DLG2, DLG1, SLC16A7, NSG2, CLSTN2
GO:0098794	postsynapse	58	0.03393797542422469	2.999942239645201	1.6101980272274735e-14	2.5360618928832707e-12	11.595840151654	3.043274271459925e-11	GABRG1, RAC1, JAK2, SLC4A10, VPS35, ATXN1, CPEB3, EPB41L3, PPP3R1, CPEB4, SNX14, RAB3GAP1, ERBIN, DOCK4, KIFAP3, STAU2, STRN3, ARHGEF7, ARHGAP44, MECP2, NLGN1, APP, MKLN1, GABRA4, SLC8A1, GRIA1, KIF1B, FXR1, MAP1B, PRKN, NEDD8, GABRG3, FRMPD4, BRAF, NCKAP1, CUL3, FMR1, TRIO, GABRA2, GRIA2, SPTBN1, ADGRB3, DGKI, PUM2, LNX1, GSK3B, GPHN, WASF3, PDXP, SNX27, GABRG2, DOCK10, SLC24A2, ZNF804A, PIK3C3, MOB4, CPLX2, ATAD1
GO:0010494	cytoplasmic stress granule	24	0.014043300175541252	2.9818124785097697	8.815607967052891e-07	5.374677115396763e-05	4.269647620940445	0.0016661499057729963	PABPC1, CSDE1, ROCK1, HIPK2, RC3H2, PRRC2C, LSM14A, RC3H1, STAU2, G3BP2, GIGYF2, FXR1, MBNL1, DHX36, DDX6, FMR1, TARDBP, KPNB1, PUM2, HNRNPK, PRKAA2, PUM1, QKI, EIF4A1
GO:0098978	glutamatergic synapse	136	0.07957870099473376	2.921573842580279	3.2854573274426073e-31	2.0698381162888428e-28	27.684063619737145	6.209514348866527e-28	VPS35, PPP3R1, DLGAP1, GRID1, ERBIN, LRRTM3, DOCK4, KIFAP3, FXYD6, NAPB, ARHGAP44, FUS, CADPS2, NLGN1, LRRC4C, FYN, RYK, CADPS, NRCAM, GUCY1A1, PAK3, PRKAR1A, NF1, LRRTM2, SOS1, GRIK2, ADAM23, SRGAP2C, BTBD9, SACM1L, WASF3, EEA1, FBXL20, ATAD1, JAK2, ADGRL3, SEMA3A, EPB41L3, LRP8, ZDHHC2, ATP8A1, NRG1, PCLO, GRID2, CACNB4, CLCN3, CTNNB1, PCDH9, SYN2, GPM6A, CLASP2, YWHAH, ARHGAP32, SNAP25, PCDH7, MAP1B, FXR1, LRFN5, PLPPR4, BRAF, IL1RAPL1, CUL3, TRIO, CDKL5, PPP2R2A, PPP3CA, DAAM1, PUM2, ATP2B1, PLCB1, CPLX2, SYT10, NSG2, NRG3, ERC2, MYH10, ANKS1B, FLRT2, CTTNBP2, RAP1A, NRXN1, PLEKHA5, RGS7, PIAS1, GRM5, CNNM2, CACNG3, ITSN1, RPS27, NXPH1, AP2B1, PRKN, ADAM10, NEDD8, ERBB4, FZD3, SH3GL3, SPTBN1, ARPC1A, GSG1L, GUCY1B1, DGKI, GSK3B, MOB4, SNX27, PAFAH1B1, PIK3C3, SLC16A7, RAC1, PPFIA2, MAP2K1, APBA1, APPL1, PTPRO, CNTNAP2, CDH11, TNIK, STAU2, CNTN1, WASL, GRIA1, PRUNE2, LGI1, PJA2, SYT4, EGLN1, GNAO1, DAPK1, EPHA4, HNRNPD, KCND2, DLG1, PDXP, DOCK10, ZDHHC17, CLSTN2
