Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
LJP007_JURKAT_24H:P24	DB11886	Infigratinib	0.41561745365808783	2.3071156230120033	<0.0001	<0.0001	JURKAT
LJP009_NEU_24H:N11	DB08896	Regorafenib	0.3953289215234859	2.3036601457721346	<0.0001	<0.0001	NEU
LJP008_NEU_24H:D24	DB13978	Selisistat	-0.3566929476080267	-2.3024179266395395	<0.0001	<0.0001	NEU
LJP007_NEU_24H:P22	DB11886	Infigratinib	-0.34561600229602657	-2.2992689452238064	<0.0001	<0.0001	NEU
LJP007_NEU_24H:P09	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	0.3150700797177128	2.2966421048240724	<0.0001	<0.0001	NEU
CPC014_NEU_24H:BRD-A19037878:10	DB04297	Trichostatin A	-0.39206144066151455	-2.2962754442671423	<0.0001	<0.0001	NEU
LJP007_NEU_24H:H08	DB09053	Ibrutinib	0.3118093540389842	2.281994149913877	<0.0001	<0.0001	NEU
LJP007_NEU_24H:D07	DB08875	Cabozantinib	0.3447575409856846	2.28159010688959	<0.0001	<0.0001	NEU
LJP007_NPC.TAK_24H:D19	DB06616	Bosutinib	-0.34830211728340277	-2.2814392028124186	<0.0001	<0.0001	NPC.TAK
CPC012_NEU_24H:BRD-K81418486:10	DB02546	Vorinostat	-0.3932396835066672	-2.270186457623467	<0.0001	<0.0001	NEU
LJP009_NEU_24H:E09	DB01782	Pyrazolanthrone	0.3609988521045159	2.269388120704923	<0.0001	<0.0001	NEU
DOSBIO001_NEU_24H:BRD-A19037878:3.33333	DB04297	Trichostatin A	-0.4046260732813649	-2.264605687390683	<0.0001	<0.0001	NEU
NMH002_NPC_6H:BRD-A62336480-003-01-3:10	DB14068	Dexniguldipine	0.40220466753533635	2.2637708130524414	<0.0001	<0.0001	NPC
LJP008_NEU_24H:M13	DB01262	Decitabine	0.33991069383831485	2.261749133975236	<0.0001	<0.0001	NEU
LJP009_NPC_24H:B03	DB00877	Sirolimus	0.4319259203246717	2.2584734814136245	<0.0001	<0.0001	NPC
DOSBIO001_NEU_24H:BRD-A19037878:10	DB04297	Trichostatin A	-0.3849533573240821	-2.249813679737031	<0.0001	<0.0001	NEU
LJP007_NEU_24H:F04	DB12848	PF-04217903	0.3475637020423169	2.248756269841054	<0.0001	<0.0001	NEU
LJP009_NPC_24H:K10	DB11962	GSK-1059615	0.3851312401878184	2.2458013787285553	<0.0001	<0.0001	NPC
LJP007_NEU_24H:B03	DB00877	Sirolimus	-0.32832988126423374	-2.242517429581577	<0.0001	<0.0001	NEU
LJP007_NEU_24H:K12	DB11962	GSK-1059615	0.34355715897304656	2.2419031231966313	<0.0001	<0.0001	NEU
LJP008_NEU_24H:M04	DB02709	Resveratrol	0.34463255014887667	2.231267655233129	<0.0001	<0.0001	NEU
CPC014_NEU_24H:BRD-K24994810-001-01-9:10	DB01889	16,17-Androstene-3-Ol	0.36698222710291084	2.2272113024875164	<0.0001	<0.0001	NEU
LJP008_NEU_24H:M16	DB01262	Decitabine	0.3405887254031655	2.223122081477488	<0.0001	<0.0001	NEU
LJP007_NEU_24H:O02	DB07101	PD-0325901	0.309381376183608	2.2221421795594805	<0.0001	<0.0001	NEU
CPC014_NEU_24H:BRD-K19540840-001-02-9:10	DB11805	Saracatinib	-0.36626503518136994	-2.22131731796602	<0.0001	<0.0001	NEU
LJP009_NEU_24H:B24	DB16107	BI 2536	-0.3480890311481497	-2.2157362693850424	<0.0001	<0.0001	NEU
NMH002_NEU_6H:BRD-K81473043-001-07-0:10	DB05134	Tanespimycin	-0.35748880179458203	-2.2120359910640617	<0.0001	<0.0001	NEU
LJP007_NEU_24H:O01	DB07101	PD-0325901	0.3152979764972993	2.2089898302078996	<0.0001	<0.0001	NEU
LJP008_NEU_24H:C11	DB13877	Iniparib	-0.3433637634994718	-2.207999806736085	<0.0001	<0.0001	NEU
DOSBIO002_NEU_24H:BRD-A19037878:10	DB04297	Trichostatin A	-0.39379347159504213	-2.2074333229248553	<0.0001	<0.0001	NEU
LJP008_NEU_24H:F02	DB12376	Ricolinostat	-0.3424762958507172	-2.2056130259747344	<0.0001	<0.0001	NEU
LJP007_NEU_24H:K02	DB12064	BMS-777607	0.32714670221967246	2.203185589820632	<0.0001	<0.0001	NEU
LJP007_NEU_24H:M06	DB07794	5-(2-PHENYLPYRAZOLO[1,5-A]PYRIDIN-3-YL)-1H-PYRAZOLO[3,4-C]PYRIDAZIN-3-AMINE	0.3158701938581751	2.1932017159083355	<0.0001	<0.0001	NEU
LJP007_NEU_24H:B12	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	-0.32132740207784655	-2.1915348844804834	<0.0001	<0.0001	NEU
LJP008_NPC_24H:D23	DB13978	Selisistat	-0.37823630696230887	-2.1914731536826277	<0.0001	<0.0001	NPC
CPC012_NEU_24H:BRD-K02130563-001-06-4:10	DB06603	Panobinostat	-0.39646225414028896	-2.187307696904901	<0.0001	<0.0001	NEU
CPC014_NEU_24H:BRD-K01507359-001-05-4:10	DB01045	Rifampicin	0.33444160813997864	2.1850264196241573	<0.0001	<0.0001	NEU
LJP007_NPC_24H:B17	DB12200	Tivantinib	0.3736653180718105	2.1839613815090555	<0.0001	<0.0001	NPC
LJP007_NEU_24H:F01	DB12848	PF-04217903	0.311710383051359	2.1830676707968513	<0.0001	<0.0001	NEU
LJP007_NEU_24H:P12	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	-0.3471163139152456	-2.1803146856210014	<0.0001	<0.0001	NEU
LJP007_NEU_24H:D09	DB08875	Cabozantinib	0.325014153089858	2.1786829331333903	<0.0001	<0.0001	NEU
LJP008_NEU_24H:C07	DB13877	Iniparib	0.32789028559381705	2.1769446570960738	<0.0001	<0.0001	NEU
LJP009_NEU_24H:B07	DB12242	AZD-7762	0.3621990913825783	2.175967793715661	<0.0001	<0.0001	NEU
LJP008_NEU_24H:G24	DB00928	Azacitidine	-0.42221221011218424	-2.1756328984225948	<0.0001	<0.0001	NEU
LJP008_NEU_24H:I04	DB16239	Molibresib	0.34926058517078795	2.1708496264357295	<0.0001	<0.0001	NEU
LJP007_NEU_24H:A17	DB12742	Amuvatinib	0.348451598016356	2.1700767665470293	<0.0001	<0.0001	NEU
LJP007_NEU_24H:I23	DB13005	Rebastinib	-0.39089586626481587	-2.1672718126982264	<0.0001	<0.0001	NEU
LJP009_NEU_24H:A03	DB02546	Vorinostat	-0.3739683751344213	-2.1667564938968122	<0.0001	<0.0001	NEU
LJP007_NEU_24H:M07	DB05575	Motesanib	0.30680233553154945	2.1665422456450205	<0.0001	<0.0001	NEU
NMH002_NEU_24H:BRD-K92723993-066-14-4:10	DB00619	Imatinib	0.33392134352031994	2.165983933105056	<0.0001	<0.0001	NEU
NMH002_NEU_6H:BRD-A30142024-001-01-1:10	DB04447	1,4-Dithiothreitol	0.34801248291369963	2.1623967442173466	<0.0001	<0.0001	NEU
NMH002_NEU_6H:BRD-K08316444-001-06-8:10	DB11457	Rotenone	0.3417431108761932	2.1614875676064056	<0.0001	<0.0001	NEU
CPC012_NEU_24H:BRD-K68202742-001-06-6:10	DB04297	Trichostatin A	-0.3980846223754308	-2.156695400014854	<0.0001	<0.0001	NEU
CPC012_NEU_24H:BRD-K89626439-001-01-0:10	DB00877	Sirolimus	-0.3385478130351933	-2.1517009272585588	<0.0001	<0.0001	NEU
LJP007_NEU_24H:M09	DB05575	Motesanib	0.3175276994512809	2.150324322416353	<0.0001	<0.0001	NEU
DOSBIO001_NEU_24H:BRD-A19037878:1.11111	DB04297	Trichostatin A	-0.37692039020532697	-2.1490709083500112	<0.0001	<0.0001	NEU
LJP009_NEU_24H:D15	DB16108	TAK-715	0.36033875803261234	2.1483531259229443	<0.0001	<0.0001	NEU
CPC014_NEU_24H:BRD-K51313569-001-02-9:10	DB09073	Palbociclib	0.3618295868134462	2.1461677627939784	<0.0001	<0.0001	NEU
CPC006_THP1_6H:BRD-K31342827-001-05-4:12.12	DB03777	Bisindolylmaleimide I	-0.3775310900453576	-2.145495954343752	<0.0001	<0.0001	THP1
LJP009_NEU_24H:D04	DB11775	PF-03758309	-0.3430872158163218	-2.145456362498402	<0.0001	<0.0001	NEU
CPC006_WSUDLCL2_6H:BRD-K73319509-001-02-3:40	DB12848	PF-04217903	0.34790830222774843	2.141270575426904	<0.0001	<0.0001	WSUDLCL2
NMH002_NEU_24H:BRD-K81418486-001-29-3:10	DB02546	Vorinostat	-0.36496247150512323	-2.1410149234332714	<0.0001	<0.0001	NEU
NMH002_NEU_24H:BRD-K17561142-003-25-9:10	DB01118	Amiodarone	-0.33916004844382813	-2.1384664701423897	<0.0001	<0.0001	NEU
LJP007_NEU_24H:D05	DB12494	SGI-1776	0.3074610639836226	2.137047650016575	<0.0001	<0.0001	NEU
CPC014_NEU_24H:BRD-K28428262-001-01-7:10	DB11958	Brivanib	-0.33784467777179616	-2.1364537735177316	<0.0001	<0.0001	NEU
LJP007_NPC.TAK_24H:P13	DB05294	Vandetanib	-0.32543858787649244	-2.1330093721375523	<0.0001	<0.0001	NPC.TAK
LJP007_NEU_24H:E07	DB05913	OSI-930	0.3628130605326142	2.1322310294908475	<0.0001	<0.0001	NEU
NMH002_NPC_24H:BRD-A50287119-001-01-5:10	DB00877	Sirolimus	0.3823577262153359	2.131391564422792	<0.0001	<0.0001	NPC
LJP009_NEU_24H:H15	DB07138	Neflamapimod	0.33495838212875734	2.130731299257223	<0.0001	<0.0001	NEU
LJP007_NEU_24H:A14	DB12742	Amuvatinib	0.3145432242403022	2.1266766383651485	<0.0001	<0.0001	NEU
CPC013_NEU_24H:BRD-K17743125-001-03-5:10	DB05015	Belinostat	-0.3701696899372989	-2.1234053455250943	<0.0001	<0.0001	NEU
AML001_HL60_24H:BRD-K93754473:0.49846	DB00675	Tamoxifen	0.32709572490158334	2.1184236985693983	<0.0001	<0.0001	HL60
NMH002_NEU_24H:BRD-K79602928-003-15-7:10	DB00331	Metformin	0.376903996838971	2.11802145839393	<0.0001	<0.0001	NEU
LJP007_NEU_24H:I05	DB01268	Sunitinib	0.3645033752236571	2.117492985258259	<0.0001	<0.0001	NEU
